0,107.7040564,-43.36250242,21.2130448,0.8961084624,0.03414548497,-0.03724803833,-0.440949309
0.1,107.7067875,-43.36434483,21.2130448,0.9081014582,0.0343797436,-0.03591728816,-0.4157880748
0.2,107.66778,-43.34032853,21.2130448,0.919654845,0.03756697931,-0.03204423546,-0.3896111589
0.3,107.6693363,-43.34041245,21.30448034,0.9300906244,0.02969170814,-0.03414872552,-0.3645321624
0.4,107.6581749,-43.33876838,21.30448034,0.9401386037,0.0243516995,-0.04305444466,-0.3371835039
0.5,107.6598991,-43.33210439,21.30448034,0.9490049353,0.0223295092,-0.05777136814,-0.3091172834
0.6,107.6448163,-43.34515009,21.30448034,0.9559191065,0.007852428109,-0.09669834177,-0.2771397336
0.7,107.6555582,-43.31911208,21.30448034,0.9538508344,-0.01291422179,-0.1751260091,-0.2435830239
0.8,107.645091,-43.2856319,21.30448034,0.9420625879,-0.02938290063,-0.2562770198,-0.214422048
0.9,107.6878521,-43.18833073,21.2130448,0.9449777573,-0.0266604135,-0.2556416423,-0.202369986
1,107.7356256,-43.06475886,21.2130448,0.9482951258,-0.02410648827,-0.246543618,-0.1984224687
1.1,107.8206443,-42.87017942,21.2130448,0.9490315319,-0.01775263611,-0.2452770705,-0.197137399
1.2,107.8816542,-42.72773323,21.2130448,0.9491875386,-0.01836691403,-0.2451210638,-0.196523121
1.3,108.0027967,-42.4561536,21.2130448,0.9483357552,-0.02245136517,-0.2468895548,-0.1979918669
1.4,108.0985267,-42.24558745,21.2130448,0.9477726848,-0.02221306956,-0.2486918805,-0.1984587265
1.5,108.2533669,-41.90261116,21.09113075,0.9479255958,-0.02536398181,-0.2463264745,-0.2002922895
1.6,108.397351,-41.6131566,21.09113075,0.9475227581,-0.02659339404,-0.2469530217,-0.2012650473
1.7,108.5859653,-41.20306357,21.09113075,0.9471337551,-0.0261416192,-0.2487766354,-0.2009090627
1.8,108.7820179,-40.87031024,21.09113075,0.9463624816,-0.03251674051,-0.2491645801,-0.2031199816
1.9,109.0038874,-40.40004673,21.09113075,0.9459672516,-0.03851343296,-0.2478856347,-0.2054638325
2,109.2715925,-39.89541808,21.09113075,0.9465387983,-0.03571662334,-0.2450640906,-0.2067177244
2.1,109.5302114,-39.35477641,21.09113075,0.9466856306,-0.03158624181,-0.2459637312,-0.2056464662
2.2,109.8207808,-38.82804634,21.09113075,0.9453312575,-0.03992883948,-0.2493191054,-0.2063843141
2.3,110.1130974,-38.23046892,21.09113075,0.9453516599,-0.04472163929,-0.246548232,-0.2086245036
2.4,110.4403857,-37.62686835,21.09113075,0.9446165229,-0.04299461576,-0.250387358,-0.2077432515
2.5,110.7627228,-36.96902127,21.09113075,0.9442861943,-0.04565383631,-0.2506657554,-0.2083410415
2.6,111.1209623,-36.28864554,21.09113075,0.9446746641,-0.04610546242,-0.2488373083,-0.2086721336
2.7,111.4709852,-35.57133751,21.09113075,0.944190468,-0.04251069117,-0.253073936,-0.206520663
2.8,111.850548,-34.83348056,21.09113075,0.9451788358,-0.04408334013,-0.2475540305,-0.2083521765
2.9,112.2252968,-34.06213581,21.09113075,0.945004898,-0.04344534358,-0.2485593522,-0.2080780943
3,112.610772,-33.3071268,21.09113075,0.9443869089,-0.04708340878,-0.2503429335,-0.2079541645
3.1,113.0059973,-32.48429728,21.09113075,0.9436782532,-0.0453892412,-0.2533155492,-0.2079480797
3.2,113.4872176,-31.56602999,21.09113075,0.9438977167,-0.03872833639,-0.2564726654,-0.2043990907
3.3,113.9070161,-30.68053719,21.09113075,0.9444699024,-0.03809561517,-0.2557175322,-0.2028148695
3.4,114.3373427,-29.74887517,21.09113075,0.9456391935,-0.02573101033,-0.2565779498,-0.1981721133
3.5,114.7772361,-28.80527174,21.09113075,0.9458472559,-0.02047528559,-0.2593100011,-0.194195918
3.6,115.2509339,-27.84390022,21.09113075,0.9473955455,-0.01970762095,-0.2550800279,-0.1923212663
3.7,115.7141036,-26.85543023,21.2130448,0.9475160171,-0.01981996256,-0.2525574988,-0.1950263476
3.8,116.1722533,-25.89294868,21.2130448,0.9470756647,-0.01932631738,-0.2552144207,-0.1937518469
3.9,116.6553501,-24.86703331,21.2130448,0.9470584387,-0.02015278934,-0.2550452431,-0.1939744897
4,117.2132728,-23.72717397,21.2130448,0.9472505105,-0.02079503356,-0.2540524847,-0.1942713874
4.1,117.7192338,-22.65797889,21.2130448,0.9470218231,-0.02180568661,-0.2547063055,-0.1944193319
4.2,118.2226009,-21.55672646,21.2130448,0.9464948779,-0.02461123644,-0.2566877797,-0.1940441106
4.3,118.7433546,-20.45205239,21.2130448,0.9470338999,-0.01928743908,-0.2560544108,-0.1928494903
4.4,119.2868429,-19.30762038,21.30448034,0.9482345027,-0.02235628272,-0.2494222366,-0.1952948347
4.5,119.8261427,-18.16666913,21.30448034,0.9501100048,-0.01989920769,-0.2413201942,-0.1966203556
4.6,120.3585688,-16.98190889,21.30448034,0.951679478,-0.01842020721,-0.2347041387,-0.1971822366
4.7,120.9116771,-15.8101753,21.30448034,0.9529491359,-0.02045188072,-0.2282143178,-0.1984638257
4.8,121.4825841,-14.62487054,21.30448034,0.9541045256,-0.0185305263,-0.2217167791,-0.200456588
4.9,122.0488525,-13.42743366,21.2130448,0.9553676688,-0.01722897764,-0.2142085755,-0.2027078341
5,122.6190727,-12.20288593,21.2130448,0.9562092437,-0.01795938877,-0.2096950968,-0.2033944665
5.1,123.1968989,-10.98413389,21.2130448,0.9558310758,-0.02000471747,-0.2118537492,-0.2027430759
5.2,123.7746718,-9.745851448,21.2130448,0.9566925459,-0.01906679943,-0.2068419286,-0.203941772
5.3,124.3588682,-8.509956902,21.2130448,0.9565463448,-0.01757783508,-0.2071822983,-0.2044152762
5.4,124.9307589,-7.25126693,21.2130448,0.9562529843,-0.01545598014,-0.210226863,-0.2028447897
5.5,125.5155198,-6.002531945,21.2130448,0.9566417834,-0.01258460534,-0.2107794737,-0.200624374
5.6,126.1025387,-4.743568517,21.2130448,0.9570249289,-0.008873912799,-0.2106542153,-0.1991214221
5.7,126.6917853,-3.483996609,21.2130448,0.9566822505,-0.009247425056,-0.2139987981,-0.1971752296
5.8,127.2474257,-2.293617079,21.2130448,0.9577208994,-0.007302772037,-0.2108546773,-0.1955956377
5.9,127.8379309,-1.031659207,21.09113075,0.9582440745,-0.00424207167,-0.2088670352,-0.1952558838
6,128.4901933,0.357239317,21.09113075,0.9582516043,-0.002571072614,-0.2100428571,-0.1939826038
6.1,129.088831,1.636419059,21.09113075,0.9582550515,-6.24E-05,-0.2113829565,-0.1925214224
6.2,129.674728,2.917342756,21.09113075,0.9580778389,0.003934318072,-0.2130534812,-0.1915191633
6.3,130.2763408,4.201275179,21.09113075,0.9575628843,-0.000787149412,-0.2163792586,-0.1904014692
6.4,130.8373058,5.393482811,21.09113075,0.9575543028,-0.004129662854,-0.2157133151,-0.1911556138
6.5,131.4413903,6.678874279,21.09113075,0.9597182604,-0.001734794143,-0.2006963257,-0.1966185036
6.6,132.1021662,8.09407533,21.09113075,0.9577133729,-0.008137805175,-0.2098438072,-0.1966836243
6.7,132.7169312,9.392230238,21.09113075,0.9578784643,-0.005424986713,-0.2061742522,-0.1998289142
6.8,133.2696338,10.58345038,21.09113075,0.9565267082,-0.01925915724,-0.2085242125,-0.202986192
6.9,133.8926837,11.87473341,21.09113075,0.9542557677,-0.02732478794,-0.2172654972,-0.203580425
7,134.51449,13.17220075,21.09113075,0.9537636447,-0.02622591817,-0.2184059741,-0.2048070844
7.1,135.134862,14.4662083,21.09113075,0.9549040286,-0.02908192117,-0.2108335086,-0.2070308423
7.2,135.7348491,15.78735151,21.09113075,0.9545086169,-0.02464382827,-0.2135561187,-0.2066392175
7.3,136.3523601,17.09244696,21.09113075,0.9543927837,-0.02233464294,-0.215777562,-0.2051234306
7.4,136.9935744,18.4108685,21.2130448,0.9525476932,-0.02419897469,-0.2257778732,-0.2027107641
7.5,137.6074461,19.71651706,21.09113075,0.9512991933,-0.01710764658,-0.2375449578,-0.1957282971
7.6,138.2120331,21.01957746,21.09113075,0.9517031325,-0.01254057083,-0.2384189702,-0.1930292113
